BLOCK,DELTA,AGE,TYPE,TREATMENT
79,112,101,MANAGED,CC
79,199,87,MANAGED,CC
79,279,80,MANAGED,CC
80,10,137,MANAGED,CC
80,50,40,MANAGED,CT
80,134,124,MANAGED,CC
80,174,40,MANAGED,CT
80,250,116,MANAGED,CC
80,290,40,MANAGED,CT
81,52,359,MANAGED,CC
81,92,40,MANAGED,CT
81,118,66,MANAGED,F1
81,128,76,MANAGED,F2
81,223,171,MANAGED,CC
81,263,40,MANAGED,CT
83,34,111,MANAGED,CC
83,136,102,MANAGED,CC
83,230,94,MANAGED,CC
84,20,77,MANAGED,CC
84,101,81,MANAGED,CC
84,190,89,MANAGED,CC
84,270,80,MANAGED,CC
85,41,98,MANAGED,CC
85,131,90,MANAGED,CC
85,220,89,MANAGED,CC
85,300,80,MANAGED,CC
86,88,185,MANAGED,CC
86,230,142,MANAGED,CC
87,70,127,MANAGED,CC
87,221,151,MANAGED,CC
89,1,108,MANAGED,CC
89,90,89,MANAGED,CC
89,191,101,MANAGED,CC
89,270,79,MANAGED,CC
90,13,70,MANAGED,CC
90,103,90,MANAGED,CC
90,196,93,MANAGED,CC
90,280,84,MANAGED,CC
91,84,131,MANAGED,CC
91,124,40,MANAGED,CT
91,140,56,MANAGED,F1
91,150,66,MANAGED,F2
91,200,116,MANAGED,CC
91,300,100,MANAGED,CC
92,1,238,MANAGED,CC
92,118,117,MANAGED,CC
92,220,102,MANAGED,CC
92,300,80,MANAGED,CC
95,13,70,MANAGED,CC
95,102,89,MANAGED,CC
95,177,75,MANAGED,CC
95,250,73,MANAGED,CC
96,25,72,MANAGED,CC
96,65,40,MANAGED,CT
96,99,74,MANAGED,CC
96,139,40,MANAGED,CT
96,175,76,MANAGED,CC
96,215,40,MANAGED,CT
96,260,85,MANAGED,CC
97,41,98,MANAGED,CC
97,121,80,MANAGED,CC
97,210,89,MANAGED,CC
97,300,90,MANAGED,CC
98,1,238,MANAGED,CC
98,151,150,MANAGED,CC
98,260,109,MANAGED,CC
99,29,136,MANAGED,CC
99,138,109,MANAGED,CC
99,230,92,MANAGED,CC
101,62,109,MANAGED,CC
101,102,40,MANAGED,CT
101,113,51,MANAGED,F1
101,143,81,MANAGED,CC
101,223,80,MANAGED,CC
101,263,40,MANAGED,CT
102,71,118,MANAGED,CC
102,171,100,MANAGED,CC
102,271,100,MANAGED,CC
103,1,238,MANAGED,CC
103,180,179,MANAGED,CC
103,220,40,MANAGED,CT
103,289,109,MANAGED,CC
105,70,127,MANAGED,CC
105,210,140,MANAGED,CC
107,42,399,MANAGED,CC
107,82,40,MANAGED,CT
107,108,66,MANAGED,F1
107,118,76,MANAGED,F2
107,198,156,MANAGED,CC
107,238,40,MANAGED,CT
108,52,99,MANAGED,CC
108,140,88,MANAGED,CC
109,33,90,MANAGED,CC
109,121,88,MANAGED,CC
109,210,89,MANAGED,CC
109,298,88,MANAGED,CC
110,7,74,MANAGED,CC
110,84,77,MANAGED,CC
110,160,76,MANAGED,CC
110,261,101,MANAGED,CC
111,1,308,MANAGED,CC
111,190,189,MANAGED,CC
111,230,40,MANAGED,CT
111,290,100,MANAGED,CC
112,57,104,MANAGED,CC
112,159,102,MANAGED,CC
112,260,101,MANAGED,CC
113,141,188,MANAGED,CC
114,80,127,MANAGED,CC
114,221,141,MANAGED,CC
116,20,127,MANAGED,CC
116,230,210,MANAGED,CC
118,1,278,MANAGED,CC
118,131,130,MANAGED,CC
118,250,119,MANAGED,CC
119,15,72,MANAGED,CC
119,101,86,MANAGED,CC
119,186,85,MANAGED,CC
119,270,84,MANAGED,CC
120,82,139,MANAGED,CC
120,122,40,MANAGED,CT
120,157,75,MANAGED,CC
120,247,90,MANAGED,CC
121,83,140,MANAGED,CC
121,210,127,MANAGED,CC
122,21,148,MANAGED,CC
122,120,99,MANAGED,CC
122,220,100,MANAGED,CC
123,51,98,MANAGED,CC
123,141,90,MANAGED,CC
123,231,90,MANAGED,CC
125,10,117,MANAGED,CC
125,209,199,MANAGED,CC
125,300,91,MANAGED,CC
126,80,127,MANAGED,CC
126,221,141,MANAGED,CC
127,26,73,MANAGED,CC
127,66,40,MANAGED,CT
127,106,80,MANAGED,CC
127,146,40,MANAGED,CT
127,197,91,MANAGED,CC
127,237,40,MANAGED,CT
127,287,90,MANAGED,CC
128,41,98,MANAGED,CC
128,131,90,MANAGED,CC
128,219,88,MANAGED,CC
128,290,71,MANAGED,CC
129,62,189,MANAGED,CC
129,102,40,MANAGED,CT
129,118,56,MANAGED,F1
129,128,66,MANAGED,F2
129,236,174,MANAGED,CC
129,276,40,MANAGED,CT
130,2,199,MANAGED,CC
130,42,40,MANAGED,CT
130,58,56,MANAGED,F1
130,150,148,MANAGED,CC
130,190,40,MANAGED,CT
130,270,120,MANAGED,CC
131,1,238,MANAGED,CC
131,119,118,MANAGED,CC
131,230,111,MANAGED,CC
132,1,108,MANAGED,CC
132,80,79,MANAGED,CC
132,157,77,MANAGED,CC
132,230,73,MANAGED,CC
132,300,70,MANAGED,CC
133,48,105,MANAGED,CC
133,160,112,MANAGED,CC
133,270,110,MANAGED,CC
134,221,268,MANAGED,CC
135,30,87,MANAGED,CC
135,70,40,MANAGED,CT
135,108,78,MANAGED,CC
135,148,40,MANAGED,CT
135,193,85,MANAGED,CC
135,233,40,MANAGED,CT
135,283,90,MANAGED,CC
136,71,128,MANAGED,CC
136,251,180,MANAGED,CC
137,23,70,MANAGED,CC
137,102,79,MANAGED,CC
137,190,88,MANAGED,CC
137,281,91,MANAGED,CC
138,90,147,MANAGED,CC
138,240,150,MANAGED,CC
139,49,96,MANAGED,CC
139,89,40,MANAGED,CT
139,105,56,MANAGED,F1
139,186,137,MANAGED,CC
139,226,40,MANAGED,CT
139,280,94,MANAGED,CC
140,22,75,MANAGED,CC
140,62,40,MANAGED,CT
140,111,89,MANAGED,CC
140,200,89,MANAGED,CC
140,240,40,MANAGED,CT
140,274,74,MANAGED,CC
141,80,137,MANAGED,CC
141,220,140,MANAGED,CC
145,41,148,MANAGED,CC
145,132,91,MANAGED,CC
145,220,88,MANAGED,CC
145,300,80,MANAGED,CC
146,26,83,MANAGED,CC
146,66,40,MANAGED,CT
146,113,87,MANAGED,CC
146,153,40,MANAGED,CT
146,204,91,MANAGED,CC
146,244,40,MANAGED,CT
146,280,76,MANAGED,CC
147,51,108,MANAGED,CC
147,151,100,MANAGED,CC
147,240,89,MANAGED,CC
148,71,118,MANAGED,CC
148,181,110,MANAGED,CC
148,281,100,MANAGED,CC
149,181,228,MANAGED,CC
149,271,90,MANAGED,CC
150,168,255,MANAGED,CC
150,208,40,MANAGED,CT
150,234,66,MANAGED,F1
150,244,76,MANAGED,F2
150,254,86,MANAGED,F3
150,270,102,MANAGED,CC
151,111,158,MANAGED,CC
151,190,79,MANAGED,CC
151,279,89,MANAGED,CC
152,55,102,MANAGED,CC
152,160,105,MANAGED,CC
152,260,100,MANAGED,CC
153,51,178,MANAGED,CC
153,152,101,MANAGED,CC
153,240,88,MANAGED,CC
154,31,98,MANAGED,CC
154,124,93,MANAGED,CC
154,220,96,MANAGED,CC
155,61,188,MANAGED,CC
155,221,160,MANAGED,CC
159,12,119,MANAGED,CC
159,94,82,MANAGED,CC
159,220,126,MANAGED,CC
159,300,80,MANAGED,CC
161,11,138,MANAGED,CC
161,102,91,MANAGED,CC
161,206,104,MANAGED,CC
161,286,80,MANAGED,CC
162,11,70,MANAGED,CC
162,51,40,MANAGED,CT
162,90,79,MANAGED,CC
162,130,40,MANAGED,CT
162,175,85,MANAGED,CC
162,215,40,MANAGED,CT
162,250,75,MANAGED,CC
163,53,110,MANAGED,CC
163,170,117,MANAGED,CC
163,250,80,MANAGED,CC
164,61,168,MANAGED,CC
164,231,170,MANAGED,CC
165,12,139,MANAGED,CC
165,52,40,MANAGED,CT
165,68,56,MANAGED,F1
165,159,147,MANAGED,CC
165,199,40,MANAGED,CT
165,288,129,MANAGED,CC
166,109,156,MANAGED,CC
166,149,40,MANAGED,CT
166,175,66,MANAGED,F1
166,185,76,MANAGED,F2
166,195,86,MANAGED,F3
166,270,161,MANAGED,CC
167,72,129,MANAGED,CC
167,112,40,MANAGED,CT
167,123,51,MANAGED,F1
167,133,61,MANAGED,F2
167,222,150,MANAGED,CC
167,300,78,MANAGED,CC
168,1,108,MANAGED,CC
168,75,74,MANAGED,CC
168,165,90,MANAGED,CC
168,250,85,MANAGED,CC
169,42,99,MANAGED,CC
169,131,89,MANAGED,CC
169,220,89,MANAGED,CC
170,61,164,MANAGED,CC
170,148,87,MANAGED,CC
170,238,90,MANAGED,CC
172,11,258,MANAGED,CC
172,131,120,MANAGED,CC
172,240,109,MANAGED,CC
173,101,278,MANAGED,CC
173,240,139,MANAGED,CC
175,52,109,MANAGED,CC
175,92,40,MANAGED,CT
175,151,99,MANAGED,CC
175,240,89,MANAGED,CC
175,280,40,MANAGED,CT
176,21,148,MANAGED,CC
176,91,70,MANAGED,CC
176,180,89,MANAGED,CC
176,260,80,MANAGED,CC
177,1,128,MANAGED,CC
177,89,88,MANAGED,CC
177,180,91,MANAGED,CC
177,270,90,MANAGED,CC
178,38,95,MANAGED,CC
178,143,105,MANAGED,CC
178,230,87,MANAGED,CC
180,93,140,MANAGED,CC
180,220,127,MANAGED,CC
181,41,98,MANAGED,CC
181,132,91,MANAGED,CC
181,230,98,MANAGED,CC
182,11,138,MANAGED,CC
182,106,95,MANAGED,CC
182,200,94,MANAGED,CC
182,289,89,MANAGED,CC
183,23,70,MANAGED,CC
183,98,75,MANAGED,CC
183,187,89,MANAGED,CC
183,270,83,MANAGED,CC
184,13,70,MANAGED,CC
184,100,87,MANAGED,CC
184,193,93,MANAGED,CC
184,277,84,MANAGED,CC
185,3,40,MANAGED,CT
185,29,66,MANAGED,F1
185,90,127,MANAGED,CC
185,130,40,MANAGED,CT
185,156,66,MANAGED,F1
185,220,130,MANAGED,CC
187,62,139,MANAGED,CC
187,190,128,MANAGED,CC
187,270,80,MANAGED,CC
188,131,178,MANAGED,CC
188,221,90,MANAGED,CC
189,91,138,MANAGED,CC
189,175,84,MANAGED,CC
189,265,90,MANAGED,CC
191,61,118,MANAGED,CC
191,142,81,MANAGED,CC
191,216,74,MANAGED,CC
191,256,40,MANAGED,CT
191,267,51,MANAGED,F1
191,277,61,MANAGED,F2
192,32,89,MANAGED,CC
192,112,80,MANAGED,CC
192,184,72,MANAGED,CC
192,266,82,MANAGED,CC
193,91,148,MANAGED,CC
193,167,76,MANAGED,CC
193,257,90,MANAGED,CC
196,8,75,MANAGED,CC
196,48,40,MANAGED,CT
196,99,91,MANAGED,CC
196,139,40,MANAGED,CT
196,179,80,MANAGED,CC
196,219,40,MANAGED,CT
196,269,90,MANAGED,CC
197,41,168,MANAGED,CC
197,131,90,MANAGED,CC
197,251,120,MANAGED,CC
198,79,126,MANAGED,CC
198,119,40,MANAGED,CT
198,135,56,MANAGED,F1
198,145,66,MANAGED,F2
198,210,131,MANAGED,CC
198,250,40,MANAGED,CT
199,51,208,MANAGED,CC
199,160,109,MANAGED,CC
199,270,110,MANAGED,CC
200,22,259,MANAGED,CC
200,62,40,MANAGED,CT
200,142,120,MANAGED,CC
200,182,40,MANAGED,CT
200,260,118,MANAGED,CC
200,300,40,MANAGED,CT
202,20,77,MANAGED,CC
202,109,89,MANAGED,CC
202,149,40,MANAGED,CT
202,212,103,MANAGED,CC
202,252,40,MANAGED,CT
202,298,86,MANAGED,CC
203,6,83,MANAGED,CC
203,88,82,MANAGED,CC
203,180,92,MANAGED,CC
203,272,92,MANAGED,CC
204,51,108,MANAGED,CC
204,160,109,MANAGED,CC
204,260,100,MANAGED,CC
205,10,117,MANAGED,CC
205,105,95,MANAGED,CC
205,220,115,MANAGED,CC
206,22,129,MANAGED,CC
206,111,89,MANAGED,CC
206,200,89,MANAGED,CC
206,288,88,MANAGED,CC
207,231,288,MANAGED,CC
208,91,138,MANAGED,CC
208,192,101,MANAGED,CC
208,280,88,MANAGED,CC
209,1,308,MANAGED,CC
209,94,93,MANAGED,CC
209,209,115,MANAGED,CC
209,300,91,MANAGED,CC
210,3,130,MANAGED,CC
210,102,99,MANAGED,CC
210,220,118,MANAGED,CC
211,11,138,MANAGED,CC
211,111,100,MANAGED,CC
211,220,109,MANAGED,CC
211,300,80,MANAGED,CC
212,3,80,MANAGED,CC
212,43,40,MANAGED,CT
212,54,51,MANAGED,F1
212,64,61,MANAGED,F2
212,74,71,MANAGED,F3
212,80,77,MANAGED,CC
212,120,40,MANAGED,CT
213,81,138,MANAGED,CC
213,171,90,MANAGED,CC
213,250,79,MANAGED,CC
216,31,138,MANAGED,CC
216,130,99,MANAGED,CC
216,240,110,MANAGED,CC
217,77,134,MANAGED,CC
217,117,40,MANAGED,CT
217,143,66,MANAGED,F1
217,153,76,MANAGED,F2
217,249,172,MANAGED,CC
217,289,40,MANAGED,CT
218,1,128,MANAGED,CC
218,95,94,MANAGED,CC
218,190,95,MANAGED,CC
218,270,80,MANAGED,CC
