TRACK,OFFSET,NEXTAGE,CYCLE,AU,IFM,ORIGIN,SILV_STATE,RETENTION
139,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.07
140,0,0,0,9.85502004E8,managed,planted,cc_pl,0.07
141,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.893284997877
142,0,0,0,9.85502004E8,managed,planted,cc_pl,0.893284997877
143,0,0,0,9.85501001E8,unmanaged,planted,cc_pl,0.430588720708
144,0,0,0,9.85501001E8,managed,planted,cc_pl,0.430588720708
145,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.430588720708
146,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.430588720708
147,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.430588720708
148,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.430588720708
149,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.905536880719
150,0,0,0,9.85502002E8,managed,natural,baseline,0.905536880719
151,0,0,0,9.85502002E8,managed,planted,cc_pl,0.905536880719
152,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.905536880719
153,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.905536880719
154,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.905536880719
155,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.905536880719
156,0,0,0,9.85502008E8,unmanaged,natural,baseline,1.0
157,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.984923891173
158,0,0,0,9.85502002E8,managed,natural,baseline,0.984923891173
159,0,0,0,9.85502002E8,managed,planted,cc_pl,0.984923891173
160,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.984923891173
161,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.984923891173
162,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.984923891173
163,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.984923891173
164,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.724372367216
165,0,0,0,9.85503E8,managed,planted,cc_pl,0.724372367216
166,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.689147680999
167,0,0,0,9.85503E8,managed,planted,cc_pl,0.689147680999
168,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.256337605035
169,0,0,0,9.85501E8,managed,planted,cc_pl,0.256337605035
170,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.07
171,0,0,0,9.85502001E8,managed,planted,cc_pl,0.07
172,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.07
173,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.07
174,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.07
175,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.07
176,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.829287294692
177,0,0,0,9.85502002E8,managed,natural,baseline,0.829287294692
178,0,0,0,9.85502002E8,managed,planted,cc_pl,0.829287294692
179,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.829287294692
180,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.829287294692
181,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.829287294692
182,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.829287294692
183,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.07
184,0,0,0,9.85503003E8,managed,natural,baseline,0.07
185,0,0,0,9.85503003E8,managed,planted,cc_pl,0.07
186,0,0,0,9.85502001E8,unmanaged,natural,baseline,0.473218460232
187,0,0,0,9.85502001E8,managed,natural,baseline,0.473218460232
188,0,0,0,9.85502001E8,managed,planted,cc_pl,0.473218460232
189,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.473218460232
190,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.473218460232
191,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.473218460232
192,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.473218460232
193,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.696058175124
194,0,0,0,9.85503E8,managed,planted,cc_pl,0.696058175124
195,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.821027260173
196,0,0,0,9.85503E8,managed,planted,cc_pl,0.821027260173
197,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.973328263431
198,0,0,0,9.85502002E8,managed,natural,baseline,0.973328263431
199,0,0,0,9.85502002E8,managed,planted,cc_pl,0.973328263431
200,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.973328263431
201,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.973328263431
202,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.973328263431
203,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.973328263431
204,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.467696804133
205,0,0,0,9.85502002E8,managed,natural,baseline,0.467696804133
206,0,0,0,9.85502002E8,managed,planted,cc_pl,0.467696804133
207,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.467696804133
208,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.467696804133
209,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.467696804133
210,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.467696804133
211,0,0,0,9.85503003E8,unmanaged,planted,cc_pl,1.0
212,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.106209915032
213,0,0,0,9.85502003E8,managed,natural,baseline,0.106209915032
214,0,0,0,9.85502003E8,managed,planted,cc_pl,0.106209915032
215,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.505972967195
216,0,0,0,9.85503E8,managed,planted,cc_pl,0.505972967195
217,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.0714373435723
218,0,0,0,9.85503E8,managed,planted,cc_pl,0.0714373435723
219,0,0,0,9.85501003E8,unmanaged,natural,baseline,0.208612479961
220,0,0,0,9.85501003E8,managed,natural,baseline,0.208612479961
221,0,0,0,9.85501003E8,managed,planted,cc_pl,0.208612479961
222,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.168214903107
223,0,0,0,9.85501E8,managed,planted,cc_pl,0.168214903107
224,0,0,0,9.85503E8,unmanaged,natural,baseline,0.623556223083
225,0,0,0,9.85503E8,managed,natural,baseline,0.623556223083
226,0,0,0,9.85503E8,managed,planted,cc_pl,0.623556223083
227,0,0,0,9.85501001E8,unmanaged,planted,cc_pl,0.283377077846
228,0,0,0,9.85501001E8,managed,planted,cc_pl,0.283377077846
229,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.283377077846
230,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.283377077846
231,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.283377077846
232,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.283377077846
233,0,0,0,9.85502007E8,unmanaged,natural,baseline,0.641253615749
234,0,0,0,9.85502007E8,managed,natural,baseline,0.641253615749
235,0,0,0,9.85502007E8,managed,planted,cc_pl,0.641253615749
236,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.385611455631
237,0,0,0,9.85503001E8,managed,planted,cc_pl,0.385611455631
238,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.385611455631
239,0,0,0,9.85501003E8,unmanaged,natural,baseline,0.850163539863
240,0,0,0,9.85501003E8,managed,natural,baseline,0.850163539863
241,0,0,0,9.85501003E8,managed,planted,cc_pl,0.850163539863
242,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.269390960045
243,0,0,0,9.85502003E8,managed,natural,baseline,0.269390960045
244,0,0,0,9.85502003E8,managed,planted,cc_pl,0.269390960045
245,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.3717653841
246,0,0,0,9.85502001E8,managed,planted,cc_pl,0.3717653841
247,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.3717653841
248,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.3717653841
249,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.3717653841
250,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.3717653841
251,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.172770410747
252,0,0,0,9.85503E8,managed,planted,cc_pl,0.172770410747
253,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.494159328853
254,0,0,0,9.85502002E8,managed,natural,baseline,0.494159328853
255,0,0,0,9.85502002E8,managed,planted,cc_pl,0.494159328853
256,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.494159328853
257,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.494159328853
258,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.494159328853
259,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.494159328853
260,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.963962629603
261,0,0,0,9.85502004E8,managed,planted,cc_pl,0.963962629603
262,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.173734897274
263,0,0,0,9.85502002E8,managed,natural,baseline,0.173734897274
264,0,0,0,9.85502002E8,managed,planted,cc_pl,0.173734897274
265,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.173734897274
266,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.173734897274
267,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.173734897274
268,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.173734897274
269,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.103730120011
270,0,0,0,9.85503E8,managed,planted,cc_pl,0.103730120011
271,0,0,0,9.85503E8,unmanaged,natural,baseline,0.658071427221
272,0,0,0,9.85503E8,managed,natural,baseline,0.658071427221
273,0,0,0,9.85503E8,managed,planted,cc_pl,0.658071427221
274,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.879675070775
275,0,0,0,9.85502002E8,managed,natural,baseline,0.879675070775
276,0,0,0,9.85502002E8,managed,planted,cc_pl,0.879675070775
277,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.879675070775
278,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.879675070775
279,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.879675070775
280,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.879675070775
281,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.117970506126
282,0,0,0,9.85501E8,managed,planted,cc_pl,0.117970506126
283,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.426364333152
284,0,0,0,9.85502003E8,managed,natural,baseline,0.426364333152
285,0,0,0,9.85502003E8,managed,planted,cc_pl,0.426364333152
286,0,0,0,9.85501003E8,unmanaged,natural,baseline,1.0
287,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.958070833289
288,0,0,0,9.85502002E8,managed,natural,baseline,0.958070833289
289,0,0,0,9.85502002E8,managed,planted,cc_pl,0.958070833289
290,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.958070833289
291,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.958070833289
292,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.958070833289
293,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.958070833289
294,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.2621758846
295,0,0,0,9.85503E8,managed,planted,cc_pl,0.2621758846
296,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.0757104757039
297,0,0,0,9.85502001E8,managed,planted,cc_pl,0.0757104757039
298,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.0757104757039
299,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.0757104757039
300,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.0757104757039
301,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.0757104757039
302,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.89304630117
303,0,0,0,9.85502004E8,managed,planted,cc_pl,0.89304630117
304,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.889954000794
305,0,0,0,9.85503003E8,managed,natural,baseline,0.889954000794
306,0,0,0,9.85503003E8,managed,planted,cc_pl,0.889954000794
307,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.428087324547
308,0,0,0,9.85502003E8,managed,natural,baseline,0.428087324547
309,0,0,0,9.85502003E8,managed,planted,cc_pl,0.428087324547
310,0,0,0,9.85503003E8,unmanaged,planted,cc_pl,0.07
311,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.163161782358
312,0,0,0,9.85503001E8,managed,planted,cc_pl,0.163161782358
313,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.163161782358
314,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.528989470173
315,0,0,0,9.85503E8,managed,planted,cc_pl,0.528989470173
316,0,0,0,9.85501001E8,unmanaged,natural,baseline,0.440168494538
317,0,0,0,9.85501001E8,managed,natural,baseline,0.440168494538
318,0,0,0,9.85501001E8,managed,planted,cc_pl,0.440168494538
319,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.440168494538
320,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.440168494538
321,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.440168494538
322,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.440168494538
323,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.106946832196
324,0,0,0,9.85502003E8,managed,natural,baseline,0.106946832196
325,0,0,0,9.85502003E8,managed,planted,cc_pl,0.106946832196
326,0,0,0,9.85503E8,unmanaged,natural,baseline,0.319366787709
327,0,0,0,9.85503E8,managed,natural,baseline,0.319366787709
328,0,0,0,9.85503E8,managed,planted,cc_pl,0.319366787709
329,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.73103799262
330,0,0,0,9.85502004E8,managed,planted,cc_pl,0.73103799262
331,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.581594548715
332,0,0,0,9.85503001E8,managed,planted,cc_pl,0.581594548715
333,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.581594548715
334,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.265560269284
335,0,0,0,9.85503E8,managed,planted,cc_pl,0.265560269284
336,0,0,0,9.85502003E8,unmanaged,planted,cc_pl,0.73146568171
337,0,0,0,9.85502003E8,managed,planted,cc_pl,0.73146568171
338,0,0,0,9.85501001E8,unmanaged,planted,cc_pl,0.467438824188
339,0,0,0,9.85501001E8,managed,planted,cc_pl,0.467438824188
340,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.467438824188
341,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.467438824188
342,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.467438824188
343,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.467438824188
344,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.354441959338
345,0,0,0,9.85502001E8,managed,planted,cc_pl,0.354441959338
346,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.354441959338
347,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.354441959338
348,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.354441959338
349,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.354441959338
350,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.24668595518
351,0,0,0,9.85503003E8,managed,natural,baseline,0.24668595518
352,0,0,0,9.85503003E8,managed,planted,cc_pl,0.24668595518
353,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.250628581742
354,0,0,0,9.85502002E8,managed,natural,baseline,0.250628581742
355,0,0,0,9.85502002E8,managed,planted,cc_pl,0.250628581742
356,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.250628581742
357,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.250628581742
358,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.250628581742
359,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.250628581742
360,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.765644255548
361,0,0,0,9.85502004E8,managed,planted,cc_pl,0.765644255548
362,0,0,0,9.85502005E8,unmanaged,natural,baseline,0.478947086421
363,0,0,0,9.85502005E8,managed,natural,baseline,0.478947086421
364,0,0,0,9.85502005E8,managed,planted,cc_pl,0.478947086421
365,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.348407111032
366,0,0,0,9.85503003E8,managed,natural,baseline,0.348407111032
367,0,0,0,9.85503003E8,managed,planted,cc_pl,0.348407111032
368,0,0,0,9.85502007E8,unmanaged,natural,baseline,0.07
369,0,0,0,9.85502007E8,managed,natural,baseline,0.07
370,0,0,0,9.85502007E8,managed,planted,cc_pl,0.07
371,0,0,0,9.85502007E8,unmanaged,natural,baseline,0.265903085753
372,0,0,0,9.85502007E8,managed,natural,baseline,0.265903085753
373,0,0,0,9.85502007E8,managed,planted,cc_pl,0.265903085753
